"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PN38YKUC","journalArticle","2022","Zhu, Miao; Cole, Jacqueline M.","PDFDataExtractor: A Tool for Reading Scientific Text and Interpreting Metadata from the Typeset Literature in the Portable Document Format","Journal of Chemical Information and Modeling","","1549-9596","10.1021/acs.jcim.1c01198","https://doi.org/10.1021/acs.jcim.1c01198","The layout of portable document format (PDF) files is constant to any screen, and the metadata therein are latent, compared to mark-up languages such as HTML and XML. No semantic tags are usually provided, and a PDF file is not designed to be edited or its data interpreted by software. However, data held in PDF files need to be extracted in order to comply with open-source data requirements that are now government-regulated. In the chemical domain, related chemical and property data also need to be found, and their correlations need to be exploited to enable data science in areas such as data-driven materials discovery. Such relationships may be realized using text-mining software such as the “chemistry-aware” natural-language-processing tool, ChemDataExtractor; however, this tool has limited data-extraction capabilities from PDF files. This study presents the PDFDataExtractor tool, which can act as a plug-in to ChemDataExtractor. It outperforms other PDF-extraction tools for the chemical literature by coupling its functionalities to the chemical-named entity-recognition capabilities of ChemDataExtractor. The intrinsic PDF-reading abilities of ChemDataExtractor are much improved. The system features a template-based architecture. This enables semantic information to be extracted from the PDF files of scientific articles in order to reconstruct the logical structure of articles. While other existing PDF-extracting tools focus on quantity mining, this template-based system is more focused on quality mining on different layouts. PDFDataExtractor outputs information in JSON and plain text, including the metadata of a PDF file, such as paper title, authors, affiliation, email, abstract, keywords, journal, year, document object identifier (DOI), reference, and issue number. With a self-created evaluation article set, PDFDataExtractor achieved promising precision for all key assessed metadata areas of the document text.","2022-04-11","2022-05-05 19:16:39","2022-11-04 11:11:33","2022-05-05 19:16:37","1633-1643","","7","62","","J. Chem. Inf. Model.","PDFDataExtractor","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","/home/ebn/Zotero/storage/YH3ZS6ET/acs.jcim.html; /home/ebn/pCloudDrive/zot_library/Journal of Chemical Information and Modeling/2022/zhu_cole_2022_pdfdataextractor.pdf","","digital tool; HEMDIG FRAMEWORK; information retrieval; PDF; PDFDataExtractor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMMLLJS2","journalArticle","2016","Blaney, Jonathan; Siefring, Judith","A Culture of non-citation: Assessing the digital impact of British History Online and the Early English Books Online Text Creation Partnership","Digital Humanities Quarterly","","1938-4122","","","","2016-12-01","2022-04-27 12:14:52","2022-11-04 11:11:33","","","","1","011","","DHQ","A Culture of non-citation","","","","","","","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/Digital Humanities Quarterly/2016/blaney_siefring_2016_a culture of non-citation.pdf; /home/ebn/Zotero/storage/WRYJU5I6/000282.html","","citation patterns; digital libraries; HEMDIG FRAMEWORK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GIB48493","journalArticle","2013","Milligan, Ian","Illusionary Order: Online Databases, Optical Character Recognition, and Canadian History, 1997–2010","The Canadian Historical Review","","1710-1093","","https://muse.jhu.edu/article/527016","It all seems so orderly and comprehensive. Instead of firing up the micro-film reader to navigate the Globe and Mail or the Toronto Star, one needs only to log into online newspaper databases. A keyword search, for a particular event, person, or cultural phenomenon, brings up a list of research findings. Previously impossible research projects can now be attempted. This process has fundamentally reshaped Canadian historical scholarship. We can see this in Canadian history dissertations. In 1998, a year with 67 dissertations, the Toronto Star was cited 74 times. However it was cited 753 times in 2010, a year with 69 dissertations. Similar data appears in the Canadian Historical Review (CHR), a prestigious peer-reviewed journal. Databases are skewing our research. We are witnessing the application of commercial Optical Character Recognition (OCR) technology – originally and primarily designed for the efficient digitization of large reams of corporate and legal documents, conventionally formatted – to historical sources. The results are, unsurprisingly, a mixed bag. In this article, I make two arguments. Firstly, online historical databases have profoundly shaped Canadian historiography. In a shift that is rarely – if ever – made explicit, Canadian historians have profoundly reacted to the availability of online databases. Secondly, historians need to understand how OCR works, in order to bring a level of methodological rigor to their work that use these sources. 	,  	  Ça paraît si bien classé, si complet. Au lieu d’allumer le lecteur de microfilms pour sillonner le Globe and Mail ou le Toronto Star, on a seulement besoin de se connecter aux bases de données en ligne des journaux. Pour tout événement, toute personne ou tout phénomène culturel, une recherche par mot clé génère une liste de résultats. Des projets de recherche autrefois impossibles sont maintenant lancés. La recherche de pointe en histoire au Canada a été radicalement transformée, et les thèses en histoire canadienne nous le prouvent. Les 67 thèses déposées en 1998 ont cité le Toronto Star 74 fois; les 69 thèses déposées en 2010 l’ont plutôt cité 753 fois. Des données semblables s’observent dans la Canadian Historical Review (CHR), une prestigieuse revue périodique à comité de lecture. Les bases de données biaisent la recherche. La technologie commerciale de reconnaissance de caractères, initialement et principalement conçue pour numériser efficacement d’énormes quantités de documents d’entreprise ou juridiques à la mise en forme conventionnelle, s’applique désormais aux sources en histoire avec, sans surprise, des résultats qui laissent parfois à désirer. Je défendrai deux idées dans cet article. Premièrement, les bases de données historiques en ligne ont profondément marqué l’historiographie canadienne. On admet peu, si tant est qu’on le fasse, à quel point les historiens canadiens ont investi les bases de données en ligne. Deuxièmement, les historiens doivent comprendre comment fonctionne la reconnaissance de caractères pour garantir la rigueur méthodologique de leurs travaux fondés sur ces sources.","2013","2022-04-27 12:03:48","2022-11-04 11:11:33","2022-04-27 12:03:48","540-569","","4","94","","","Illusionary Order","","","","","","","","","","","","Project MUSE","","Publisher: University of Toronto Press","","/home/ebn/pCloudDrive/zot_library/The Canadian Historical Review/2013/milligan_2013_illusionary order.pdf","","databases; HEMDIG FRAMEWORK; newspapers; OCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3CJ4ELQ","journalArticle","1977","Kan, Hsin-Kuo; Reintjes, J. Francis; Knudson, Donald R.","Computer-assisted layout of newspapers","","","","","","","1977","2022-02-13 16:41:35","2022-11-04 11:11:33","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Massachusetts Institute of Technology, Dept. of Electrical Engineering and …","","/home/ebn/pCloudDrive/zot_library/undefined/1977/kanet al_1977_computer-assisted layout of newspapers.pdf","","HEMDIG FRAMEWORK; newspapers; newspaper layout","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9FXBXHF","conferencePaper","2021","Shen, Zejiang; Zhang, Ruochen; Dell, Melissa; Lee, Benjamin Charles Germain; Carlson, Jacob; Li, Weining","LayoutParser: A unified toolkit for deep learning based document image analysis","International Conference on Document Analysis and Recognition","","","","","","2021","2022-02-13 16:41:35","2022-11-04 11:11:33","","131–146","","","","","","LayoutParser","","","","","Springer","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/Springer/2021/shenet al_2021_layoutparser.pdf; /home/ebn/Zotero/storage/MHCVR4L3/978-3-030-86549-8_9.html","","deep learning; digital tool; HEMDIG FRAMEWORK; image analysis; layout analysis; OCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQGYRYFX","conferencePaper","2014","Hebert, David; Palfray, Thomas; Nicolas, Stephane; Tranouez, Pierrick; Paquet, Thierry","Automatic article extraction in old newspapers digitized collections","Proceedings of the First International Conference on Digital Access to Textual Cultural Heritage","","","","","","2014","2022-02-13 16:41:35","2022-11-04 11:11:33","","3–8","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/undefined/2014/hebertet al_2014_automatic article extraction in old newspapers digitized.pdf; /home/ebn/Zotero/storage/8WD6E3GW/2595188.html","","HEMDIG FRAMEWORK; layout analysis; newspapers; OLR; ALTO XML; article segmentation; image labelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPV5LG97","journalArticle","2020","Martínek, Jiří; Lenc, Ladislav; Král, Pavel","Building an efficient OCR system for historical documents with little training data","Neural Computing and Applications","","1433-3058","10.1007/s00521-020-04910-x","https://doi.org/10.1007/s00521-020-04910-x","As the number of digitized historical documents has increased rapidly during the last a few decades, it is necessary to provide efficient methods of information retrieval and knowledge extraction to make the data accessible. Such methods are dependent on optical character recognition (OCR) which converts the document images into textual representations. Nowadays, OCR methods are often not adapted to the historical domain; moreover, they usually need a significant amount of annotated documents. Therefore, this paper introduces a set of methods that allows performing an OCR on historical document images using only a small amount of real, manually annotated training data. The presented complete OCR system includes two main tasks: page layout analysis including text block and line segmentation and OCR. Our segmentation methods are based on fully convolutional networks, and the OCR approach utilizes recurrent neural networks. Both approaches are state of the art in the relevant fields. We have created a novel real dataset for OCR from Porta fontium portal. This corpus is freely available for research, and all proposed methods are evaluated on these data. We show that both the segmentation and OCR tasks are feasible with only a few annotated real data samples. The experiments aim at determining the best way how to achieve good performance with the given small set of data. We also demonstrate that obtained scores are comparable or even better than the scores of several state-of-the-art systems. To sum up, this paper shows a way how to create an efficient OCR system for historical documents with a need for only a little annotated training data.","2020-12-01","2021-01-05 17:28:41","2022-11-04 11:11:33","2021-11-24 22:33:24","17209-17227","","23","32","","Neural Comput & Applic","","","","","","","","en","","","","","Springer Link","","","","/home/ebn/pCloudDrive/zot_library/Neural Computing and Applications/2020/martínek_et_al_2020_building_an_efficient_ocr_system_for_historical_documents_with_little_training.pdf; /home/ebn/pCloudDrive/zot_library/Neural Computing and Applications/2020/martínek_et_al_2020_building_an_efficient_ocr_system_for_historical_documents_with_little_training2.pdf","","HEMDIG FRAMEWORK; OCR; neural networks; historical documents; documentos históricos; porta fontium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZV88A9Z","conferencePaper","2018","Wiedemann, Gregor; Heyer, Gerhard","Page Stream Segmentation with Convolutional Neural Nets Combining Textual and Visual Features","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1581","","2018-05","2021-11-08 03:16:07","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/wiedemann_heyer_2018_page stream segmentation with convolutional neural nets.pdf","","HEMDIG FRAMEWORK; image labelling; neural networks; page segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57VNLHVA","conferencePaper","2018","Pirovani, Juliana; Oliveira, Elias","Portuguese Named Entity Recognition using Conditional Random Fields and Local Grammars","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1705","","2018","2020-09-25 18:00:43","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/pirovani_oliveira_2018_portuguese named entity recognition using conditional.pdf","","HEMDIG FRAMEWORK; NER; digital tool; harem; portuguese","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3Y9HR2I","conferencePaper","2019","Almutairi, Abdullah; Almashan, Meshal","Instance segmentation of newspaper elements using mask R-CNN","2019 18th IEEE International Conference On Machine Learning And Applications (ICMLA)","","","","","","2019","2022-02-13 16:45:30","2022-11-04 11:11:33","","1371–1375","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/IEEE/2019/almutairi_almashan_2019_instance segmentation of newspaper elements using mask r-cnn.pdf; /home/ebn/Zotero/storage/34UDX7UG/8999273.html","","HEMDIG FRAMEWORK; newspapers; OCR; semantic segmentation; article segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8N9WAMU8","conferencePaper","1993","Wieser, Johann; Pinz, Axel","Layout and analysis: finding text, titles, and photos in Digital Images of Newspaper pages","Proceedings of 2nd International Conference on Document Analysis And Recognition (ICDAR'93)","","","","","","1993","2022-02-13 16:48:21","2022-11-04 11:11:33","","774–777","","","","","","Layout and analysis","","","","","IEEE","","","","","","","Google Scholar","","","","/home/ebn/Zotero/storage/QNDAC5HE/395623.html; /home/ebn/pCloudDrive/zot_library/IEEE/1993/wieser_pinz_1993_layout and analysis.pdf","","HEMDIG FRAMEWORK; layout analysis; newspapers; layout segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UDM76RC","journalArticle","2017","Koistinen, Mika; Kettunen, Kimmo; Kervinen, Jukka","How to improve optical character recognition of historical Finnish newspapers using open source Tesseract OCR engine","Proc. of LTC","","","","","","2017","2022-02-13 16:45:30","2022-11-04 11:11:33","","279–283","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/Proc. of LTC/2017/koistinenet al_2017_how to improve optical character recognition of historical.pdf","","HEMDIG FRAMEWORK; newspapers; OCR; tesseract","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIL2A4DY","conferencePaper","2020","Lee, Benjamin Charles Germain; Mears, Jaime; Jakeway, Eileen; Ferriter, Meghan; Adams, Chris; Yarasavage, Nathan; Thomas, Deborah; Zwaard, Kate; Weld, Daniel S.","The newspaper navigator dataset: extracting headlines and visual content from 16 million historic newspaper pages in chronicling America","Proceedings of the 29th ACM International Conference on Information & Knowledge Management","","","","","","2020","2022-02-15 00:10:55","2022-11-04 11:11:33","","3055–3062","","","","","","The newspaper navigator dataset","","","","","","","","","","","","Google Scholar","","","","false; /home/ebn/pCloudDrive/zot_library/undefined/2020/leeet al_2020_the newspaper navigator dataset.pdf; /home/ebn/Zotero/storage/SC6RGEZ5/3340531.html","","HEMDIG FRAMEWORK; image segmentation; newspapers; OCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPIVP5Q6","journalArticle","2020","Lee, Benjamin Charles Germain; Mears, Jaime; Jakeway, Eileen; Ferriter, Meghan; Adams, Chris; Yarasavage, Nathan; Thomas, Deborah; Zwaard, Kate; Weld, Daniel S.","The newspaper navigator dataset: extracting and analyzing visual content from 16 million historic newspaper pages in chronicling America","arXiv preprint arXiv:2005.01583","","","","","","2020","2022-02-15 00:10:55","2022-11-04 11:11:33","","","","","","","","The newspaper navigator dataset","","","","","","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/arXiv preprint arXiv2005.01583/2020/leeet al_2020_the newspaper navigator dataset.pdf; /home/ebn/Zotero/storage/7KJGKX36/2005.html","","HEMDIG FRAMEWORK; image segmentation; newspapers; visual analysis tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQQLUU4Z","journalArticle","2016","Pääkkönen, Tuula; Kervinen, Jukka; Nivala, Asko; Kettunen, Kimmo; Mäkelä, Eetu","Exporting Finnish digitized historical newspaper contents for offline use","D-Lib Magazine","","","","","","2016","2022-02-15 00:10:55","2022-11-04 11:11:33","","1–9","","7/8","22","","","","","","","","","","","","","","","Google Scholar","","Publisher: Corporation for National Research Initiatives","","/home/ebn/Zotero/storage/36LF9TPL/07paakkonen.print.html","","ALTO XML; HEMDIG FRAMEWORK; newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WMSGIKBC","conferencePaper","2007","Allen, Robert B.; Japzon, Andrea; Achananuparp, Palakorn; Lee, Ki Jung","A framework for text processing and supporting access to collections of digitized historical newspapers","Symposium on Human Interface and the Management of Information","","","","","","2007","2022-02-15 00:10:55","2022-11-04 11:11:33","","235–244","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/Springer/2007/allenet al_2007_a framework for text processing and supporting access to.pdf; /home/ebn/Zotero/storage/IT2VBWBY/978-3-540-73354-6_26.html","","framework; HEMDIG FRAMEWORK; newspapers; text processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9N7E5CV","journalArticle","2021","Hengchen, Simon; Ros, Ruben; Marjanen, Jani; Tolonen, Mikko","A data-driven approach to studying changing vocabularies in historical newspaper collections","Digital Scholarship in the Humanities","","2055-7671","10.1093/llc/fqab032","https://doi.org/10.1093/llc/fqab032","Nation and nationhood are among the most frequently studied concepts in the field of intellectual history. At the same time, the word ‘nation’ and its historical usage are very vague. The aim in this article was to develop a data-driven method using dependency parsing and neural word embeddings to clarify some of the vagueness in the evolution of this concept. To this end, we propose the following two-step method. First, using linguistic processing, we create a large set of words pertaining to the topic of nation. Second, we train diachronic word embeddings and use them to quantify the strength of the semantic similarity between these words and thereby create meaningful clusters, which are then aligned diachronically. To illustrate the robustness of the study across languages, time spans, as well as large datasets, we apply it to the entirety of five historical newspaper archives in Dutch, Swedish, Finnish, and English. To our knowledge, thus far there have been no large-scale comparative studies of this kind that purport to grasp long-term developments in as many as four different languages in a data-driven way. A particular strength of the method we describe in this article is that, by design, it is not limited to the study of nationhood, but rather expands beyond it to other research questions and is reusable in different contexts.","2021-10-01","2021-11-09 02:18:57","2022-11-04 11:11:33","2021-11-29 23:23:11","ii109-ii126","","Supplement_2","36","","Digital Scholarship in the Humanities","","","","","","","","","","","","","Silverchair","","","","/home/ebn/pCloudDrive/zot_library/Digital Scholarship in the Humanities/2021/hengchen_et_al_2021_a_data-driven_approach_to_studying_changing_vocabularies_in_historical.pdf; /home/ebn/Zotero/storage/WSGXJITP/6421793.html","","data-driven method; HEMDIG FRAMEWORK; newspapers; word embedding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBGYW3UT","conferencePaper","2018","Richter, Caitlin; Wickes, Matthew; Beser, Deniz; Marcus, Mitch","Low-resource Post Processing of Noisy OCR Output for Historical Corpus Digitisation","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1369","","2018-05","2021-11-08 03:15:03","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/richteret al_2018_low-resource post processing of noisy ocr output for.pdf","","faroese corpus; HEMDIG FRAMEWORK; OCR; OCR error correction; post processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LKBXJNWM","conferencePaper","2018","Bayomi, Mostafa; Lawless, Séamus","C-HTS: A Concept-based Hierarchical Text Segmentation approach","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1241","","2018-05","2021-11-08 03:14:25","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/bayomi_lawless_2018_c-hts.pdf","","c-hts; digital tool; HEMDIG FRAMEWORK; text segmentation; wikipedia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HNL4MFI","conferencePaper","2018","Ferrés, Daniel; Saggion, Horacio; Ronzano, Francesco; Bravo, Àlex","PDFdigest: an Adaptable Layout-Aware PDF-to-XML Textual Content Extractor for Scientific Articles","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1298","","2018-05","2021-11-08 03:14:42","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/ferréset al_2018_pdfdigest.pdf","","digital tool; HEMDIG FRAMEWORK; layout segmentation; OCR; PDF; pdfdigest; text mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJ9WG53R","conferencePaper","2018","Schabus, Dietmar; Skowron, Marcin","Academic-Industrial Perspective on the Development and Deployment of a Moderation System for a Newspaper Website","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1253","","2018-05","2021-11-08 03:14:28","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/schabus_skowron_2018_academic-industrial perspective on the development and.pdf","","HEMDIG FRAMEWORK; information retrieval; newspapers; NLP; websites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8FNSM4M","conferencePaper","2018","Kisler, Thomas; Schiel, Florian","MOCCA: Measure of Confidence for Corpus Analysis - Automatic Reliability Check of Transcript and Automatic Segmentation","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1281","","2018-05","2021-11-08 03:14:37","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/kisler_schiel_2018_mocca.pdf","","automatic segmentation; clarin; digital tool; HEMDIG FRAMEWORK; mocca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5QR5HRP","conferencePaper","2018","Moreau, Erwan; Vogel, Carl","Multilingual Word Segmentation: Training Many Language-Specific Tokenizers Smoothly Thanks to the Universal Dependencies Corpus","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1180","","2018-05","2021-11-08 03:14:02","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/moreau_vogel_2018_multilingual word segmentation.pdf","","HEMDIG FRAMEWORK; multilingual; tokenization; word segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4KXULQPA","conferencePaper","2018","Nastase, Vivi; Hitschler, Julian","Correction of OCR Word Segmentation Errors in Articles from the ACL Collection through Neural Machine Translation Methods","Proceedings of the Eleventh International Conference on Language Resources and Evaluation (LREC 2018)","","","","https://aclanthology.org/L18-1113","","2018-05","2021-11-08 03:13:33","2022-11-04 11:11:33","","","","","","","","","","","","","European Language Resources Association (ELRA)","Miyazaki, Japan","","","","","","","","","","/home/ebn/pCloudDrive/zot_library/European Language Resources Association (ELRA)/2018/nastase_hitschler_2018_correction of ocr word segmentation errors in articles from.pdf","","acl collection; HEMDIG FRAMEWORK; neural machine translation; OCR; OCR error correction; word segmentation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U29X78QZ","book","2019","Thylstrup, Nanna Bonde","The Politics of Mass Digitization","","978-0-262-03901-7","","","http://gen.lib.rus.ec/book/index.php?md5=a12039dbff20746c39314db8cc459920","","2019","2021-10-06 16:50:29","2022-11-04 11:11:33","2021-10-06 16:50:29","","","","","","","","","","","","The MIT Press","","","","","","","Library Genesis","","","","/home/ebn/pCloudDrive/zot_library/The MIT Press/2019/thylstrup_2019_the_politics_of_mass_digitization.pdf","","europeana; google books; HEMDIG FRAMEWORK; large-scale digitization","","","","","","","","","","","","","","","","","","","","","Hardcover","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJLN9K9J","journalArticle","2017","Jarlbrink, Johan; Snickars, Pelle","Cultural heritage as digital noise: nineteenth century newspapers in the digital archive","Journal of Documentation","","0022-0418","10.1108/JD-09-2016-0106","https://www.emerald.com/insight/content/doi/10.1108/JD-09-2016-0106/full/html","Purpose               The purpose of this paper is to explore and analyze the digitized newspaper collection at the National Library of Sweden, focusing on cultural heritage as digital noise. In what specific ways are newspapers transformed in the digitization process? If the digitized document is not the same as the source document – is it still a historical record, or is it transformed into something else?                                         Design/methodology/approach                                The authors have analyzed the XML files from                 Aftonbladet                 1830 to 1862. The most frequent newspaper words not matching a high-quality references corpus were selected to zoom in on the noisiest part of the paper. The variety of the interpretations generated by optical character recognition (OCR) was examined, as well as texts generated by auto-segmentation. The authors have made a limited ethnographic study of the digitization process.                                                        Findings                                The research shows that the digital collection of                 Aftonbladet                 contains extreme amounts of noise: millions of misinterpreted words generated by OCR, and millions of texts re-edited by the auto-segmentation tool. How the tools work is mostly unknown to the staff involved in the digitization process? Sticking to any idea of a provenance chain is hence impossible, since many steps have been outsourced to unknown factors affecting the source document.                                                        Originality/value               The detail examination of digitally transformed newspapers is valuable to scholars depending on newspaper databases in their research. The paper also highlights the fact that libraries outsourcing digitization processes run the risk of losing control over the quality of their collections.","2017-10-12","2021-09-15 02:32:47","2022-11-04 11:11:33","2021-09-15 02:32:47","1228-1243","","6","73","","JD","Cultural heritage as digital noise","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/ebn/pCloudDrive/zot_library/Journal of Documentation/2017/jarlbrink_snickars_2017_cultural_heritage_as_digital_noise.pdf","","article segmentation; cultural heritage; HEMDIG FRAMEWORK; large-scale digitization; newspapers; OCR; XML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CH7Z2EWA","conferencePaper","2017","Ehrmann, Maud; Bunout, Estelle; Düring, Marten","Historical Newspaper User Interfaces: A Review","Libraries: dialogue for change","","","","http://library.ifla.org/id/eprint/2578/","After decades of large-scale digitization, many historical newspaper collections are just one click away via online portals developed and supported by various public or private stakeholders. Initially offering access to full text search and facsimiles visualization only, historic newspaper user interfaces are increasingly integrating advanced exploration features based on the application of text mining tools to digitized sources. As gateways to enriched material, such interfaces are however not neutral and play a fundamental role in how users perceive historical sources, understand potential biases of upstream processes and benefit from the opportunities of datafication. What features can be found in current interfaces, and to what degree do interfaces adopt novel technologies? This paper presents a survey of interfaces for digitized historical newspapers with the aim of mapping the current state of the art and identifying recent trends with regard to content presentation, enrichment and user interaction. We devised 6 interface assessment criteria and reviewed twenty-four interfaces based on ca. 140 predefined features.","2017","2021-09-14 02:56:53","2022-11-04 11:11:33","2021-09-14 02:56:53","","","","","","","Historical Newspaper User Interfaces","","","","","","Athens, Greece","en","cc_by_4","","","","library.ifla.org","","","","/home/ebn/Zotero/storage/3FEHW793/085-ehrmann-en.pdf; /home/ebn/pCloudDrive/zot_library/undefined/2017/ehrmann_et_al_2017_historical_newspaper_user_interfaces.pdf; /home/ebn/Zotero/storage/HIMKUPER/2578.html","","GUI; HEMDIG FRAMEWORK; newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IFLA WLIC 2019","","","","","","","","","","","","","","",""
